,Id,No,Si,departamento,habilitados,nomarcados,nombre,nulos,total votos,validos
359,23103,997,2191,NARIÑO,7410,34,PUERRES,70,3292,3188
360,23106,3010,2820,NARIÑO,14600,63,PUPIALES,140,6033,5830
361,23109,974,1947,NARIÑO,13557,79,RICAURTE,48,3048,2921
362,23115,1359,7072,NARIÑO,22140,69,SAMANIEGO,166,8666,8431
363,23118,2346,4208,NARIÑO,15906,107,SANDONA,112,6773,6554
364,23130,715,1089,NARIÑO,5628,21,SAPUYES,32,1857,1804
365,23133,1028,3792,NARIÑO,13578,100,TAMINANGO,94,5014,4820
366,23136,1467,1659,NARIÑO,9879,26,TANGUA,46,3198,3126
367,23139,9520,23534,NARIÑO,121788,503,TUMACO,709,34266,33054
368,23142,3521,6384,NARIÑO,34090,147,TUQUERRES,268,10320,9905
369,23145,1034,2169,NARIÑO,8133,61,YACUANQUER,88,3352,3203
370,13004,2882,4178,CORDOBA,32199,76,AYAPEL,81,7217,7060
371,13007,1541,4048,CORDOBA,17581,46,BUENAVISTA,61,5696,5589
372,13009,777,2640,CORDOBA,16098,31,CANALETE,20,3468,3417
373,13010,11179,11746,CORDOBA,71178,104,CERETE,256,23285,22925
374,13016,1091,2825,CORDOBA,12752,27,CHIMA,27,3970,3916
375,13019,6345,6434,CORDOBA,35501,273,CHINU,174,13226,12779
376,13022,8386,17559,CORDOBA,84539,167,LORICA,266,26378,25945
377,13024,1340,2830,CORDOBA,12929,25,MOMIL,25,4220,4170
378,13025,7643,10631,CORDOBA,55017,155,MONTELIBANO,340,18769,18274
379,13001,47850,44207,CORDOBA,302825,427,MONTERIA,781,93265,92057
380,13027,1090,4230,CORDOBA,18119,51,MOÑITOS,65,5436,5320
381,13034,1778,1972,CORDOBA,13416,116,PURISIMA,38,3904,3750
382,13037,9762,16501,CORDOBA,78125,277,SAHAGUN,284,26824,26263
383,13058,5452,12579,CORDOBA,60877,323,TIERRALTA,311,18665,18031
384,13060,2467,5273,CORDOBA,21288,281,TUCHIN,197,8218,7740
385,13061,2089,4581,CORDOBA,25119,90,VALENCIA,91,6851,6670
386,16ZZZ,1114933,1423612,BOGOTA D.C.,5547172,6601,BOGOTA D.C.,25213,2570359,2538545
387,27004,182,165,SANTANDER,1524,8,AGUADA,6,361,347
388,27007,508,656,SANTANDER,3290,21,ALBANIA,15,1200,1164
389,27010,1251,1328,SANTANDER,6477,50,ARATOCA,51,2680,2579
390,27013,4552,4413,SANTANDER,24199,64,BARBOSA,162,9191,8965
391,27016,1085,1452,SANTANDER,6261,20,BARICHARA,51,2608,2537
392,27019,37440,38260,SANTANDER,167609,402,BARRANCABERMEJA,1153,77255,75700
393,27022,833,620,SANTANDER,3989,11,BETULIA,39,1503,1453
394,27025,1271,1400,SANTANDER,8280,76,BOLIVAR,98,2845,2671
395,27001,122985,100143,SANTANDER,495063,457,BUCARAMANGA,1982,225567,223128
396,27028,232,446,SANTANDER,1644,7,CABRERA,10,695,678
397,27031,532,152,SANTANDER,1676,5,CALIFORNIA,19,708,684
398,27034,1103,672,SANTANDER,4870,33,CAPITANEJO,32,1840,1775
399,27037,1058,509,SANTANDER,3656,23,CARCASI,61,1651,1567
400,27040,318,584,SANTANDER,1771,16,CEPITA,25,943,902
401,27043,1109,949,SANTANDER,4803,37,CERRITO,82,2177,2058
402,27061,1353,2148,SANTANDER,9583,28,CHARALA,53,3582,3501
403,27064,941,372,SANTANDER,3218,8,CHARTA,18,1339,1313
404,27067,299,558,SANTANDER,2338,25,CHIMA,31,913,857
405,27070,273,687,SANTANDER,4142,17,CHIPATA,12,989,960
406,27045,5480,3718,SANTANDER,28154,79,CIMITARRA,271,9548,9198
407,27046,1015,642,SANTANDER,4893,165,CONCEPCION,62,1884,1657
408,27049,524,321,SANTANDER,2348,6,CONFINES,14,865,845
409,27052,554,762,SANTANDER,2920,25,CONTRATACION,30,1371,1316
410,27055,691,795,SANTANDER,4141,41,COROMORO,67,1594,1486
411,27058,1741,1526,SANTANDER,8217,35,CURITI,76,3378,3267
412,27076,244,405,SANTANDER,2123,17,ENCINO,26,692,649
413,27079,702,595,SANTANDER,3267,18,ENCISO,30,1345,1297
414,27080,550,1115,SANTANDER,5159,16,FLORIAN,22,1703,1665
415,27082,50640,36189,SANTANDER,178805,167,FLORIDABLANCA,870,87866,86829
416,27085,603,434,SANTANDER,2536,14,GALAN,31,1082,1037
417,27088,497,603,SANTANDER,3239,16,GAMBITA,19,1135,1100
418,27091,28052,17099,SANTANDER,105643,114,GIRON,549,45814,45151
419,27094,1215,766,SANTANDER,5140,33,GUACA,38,2052,1981
420,27097,908,607,SANTANDER,4334,22,GUADALUPE,30,1567,1515
421,27100,357,381,SANTANDER,1834,9,GUAPOTA,27,774,738
422,27103,495,808,SANTANDER,4470,14,GUAVATA,28,1345,1303
423,27106,548,885,SANTANDER,4173,9,GUEPSA,20,1462,1433
424,27109,310,464,SANTANDER,1825,24,HATO,19,817,774
425,27115,191,194,SANTANDER,1107,11,JORDAN,3,399,385
426,27120,1336,1484,SANTANDER,9356,62,LANDAZURI,173,3055,2820
427,27121,8738,3857,SANTANDER,29381,61,LEBRIJA,175,12831,12595
428,27127,347,456,SANTANDER,2244,16,MACARAVITA,21,840,803
429,27130,4086,2538,SANTANDER,15663,39,MALAGA,178,6841,6624
430,27133,1334,866,SANTANDER,4853,17,MATANZA,39,2256,2200
431,27136,1501,1165,SANTANDER,7512,60,MOGOTES,128,2854,2666
432,27139,830,531,SANTANDER,3592,34,MOLAGAVITA,38,1433,1361
433,27142,489,1129,SANTANDER,3773,17,OCAMONTE,35,1670,1618
434,27145,1931,1543,SANTANDER,8450,29,OIBA,79,3582,3474
435,27148,554,634,SANTANDER,3795,47,ONZAGA,41,1276,1188
436,27151,183,397,SANTANDER,1353,8,PALMAR,6,594,580
437,27157,754,791,SANTANDER,3201,8,PARAMO,33,1586,1545
438,27160,28817,19145,SANTANDER,100462,340,PIEDECUESTA,739,49041,47962
439,27163,577,742,SANTANDER,3181,13,PINCHOTE,25,1357,1319
440,27172,5347,2675,SANTANDER,22075,95,RIONEGRO,179,8296,8022
441,27196,970,1237,SANTANDER,5898,17,SIMACOTA,66,2290,2207
442,27199,5049,4348,SANTANDER,23774,36,SOCORRO,123,9556,9397
443,27202,1189,1395,SANTANDER,8256,29,SUAITA,65,2678,2584
444,27205,1104,698,SANTANDER,5837,28,SUCRE,28,1858,1802
445,27208,805,478,SANTANDER,3016,20,SURATA,40,1343,1283
446,27211,1149,808,SANTANDER,4950,16,TONA,66,2039,1957
447,27220,2742,3254,SANTANDER,16435,37,VELEZ,160,6193,5996
448,27219,476,92,SANTANDER,1466,2,VETAS,10,580,568
449,27221,1427,912,SANTANDER,6336,16,VILLANUEVA,34,2389,2339
450,27223,1563,984,SANTANDER,7366,22,ZAPATOCA,51,2620,2547
451,15007,1086,693,CUNDINAMARCA,5069,8,ALBAN,33,1820,1779
452,15010,2466,2008,CUNDINAMARCA,11225,17,ANAPOIMA,40,4531,4474
453,15013,2461,1698,CUNDINAMARCA,11234,36,ANOLAIMA,46,4241,4159
454,15217,1315,1323,CUNDINAMARCA,6824,16,APULO,35,2689,2638
455,15016,2349,1496,CUNDINAMARCA,8852,26,ARBELAEZ,45,3916,3845
456,15019,325,321,CUNDINAMARCA,1987,9,BELTRAN,6,661,646
457,15022,396,454,CUNDINAMARCA,2823,13,BITUIMA,8,871,850
458,15025,1875,1241,CUNDINAMARCA,5893,16,BOJACA,76,3208,3116
459,15029,346,991,CUNDINAMARCA,3457,19,CABRERA,79,1435,1337
460,15030,1756,1686,CUNDINAMARCA,8749,22,CACHIPAY,41,3505,3442
461,15031,10722,9016,CUNDINAMARCA,38304,49,CAJICA,275,20062,19738
462,15034,2076,1170,CUNDINAMARCA,10164,57,CAPARRAPI,74,3377,3246
463,15037,3393,2001,CUNDINAMARCA,14339,22,CAQUEZA,109,5525,5394
464,15052,721,740,CUNDINAMARCA,3664,23,CHAGUANI,19,1503,1461
465,15055,21715,21717,CUNDINAMARCA,83132,84,CHIA,424,43940,43432
466,15058,1985,892,CUNDINAMARCA,7434,8,CHIPAQUE,43,2928,2877
467,15061,3042,1573,CUNDINAMARCA,11254,28,CHOACHI,70,4713,4615
468,15064,3578,2041,CUNDINAMARCA,14326,45,CHOCONTA,110,5774,5619
469,15043,3935,2684,CUNDINAMARCA,12927,19,COGUA,128,6766,6619
470,15046,5388,4585,CUNDINAMARCA,22995,25,COTA,98,10096,9973
471,15049,1371,728,CUNDINAMARCA,4708,13,CUCUNUBA,49,2161,2099
472,15076,26978,18839,CUNDINAMARCA,87088,109,FACATATIVA,1056,46982,45817
473,15079,2777,1126,CUNDINAMARCA,9437,25,FOMEQUE,38,3966,3903
474,15085,1565,438,CUNDINAMARCA,5483,8,FOSCA,11,2022,2003
475,15088,17147,13403,CUNDINAMARCA,60731,56,FUNZA,534,31140,30550
476,15091,828,773,CUNDINAMARCA,3913,12,FUQUENE,33,1646,1601
477,15094,23323,17890,CUNDINAMARCA,96948,155,FUSAGASUGA,573,41941,41213
478,15097,793,736,CUNDINAMARCA,5230,21,GACHALA,43,1593,1529
479,15100,2816,1718,CUNDINAMARCA,9080,44,GACHANCIPA,113,4691,4534
480,15103,2036,1070,CUNDINAMARCA,9217,32,GACHETA,55,3193,3106
481,15106,609,540,CUNDINAMARCA,3103,24,GAMA,18,1191,1149
482,15109,20971,12251,CUNDINAMARCA,81967,83,GIRARDOT,334,33639,33222
483,15132,1171,1022,CUNDINAMARCA,5571,15,GRANADA,39,2247,2193
484,15112,2003,1424,CUNDINAMARCA,8587,36,GUACHETA,103,3566,3427
485,15115,4854,3388,CUNDINAMARCA,22188,79,GUADUAS,181,8502,8242
486,15118,2836,1555,CUNDINAMARCA,10241,21,GUASCA,60,4472,4391
487,15121,307,402,CUNDINAMARCA,2205,10,GUATAQUI,13,732,709
488,15124,1279,811,CUNDINAMARCA,4945,14,GUATAVITA,32,2136,2090
489,15128,1470,513,CUNDINAMARCA,4467,9,GUAYABETAL,36,2028,1983
490,15130,831,480,CUNDINAMARCA,2691,5,GUTIERREZ,27,1343,1311
491,15133,391,474,CUNDINAMARCA,2700,16,JERUSALEN,7,888,865
492,15136,1023,694,CUNDINAMARCA,5524,13,JUNIN,39,1769,1717
493,15154,1532,1011,CUNDINAMARCA,6966,16,LENGUAZAQUE,77,2636,2543
494,15157,1008,762,CUNDINAMARCA,6109,20,MACHETA,35,1825,1770
495,15160,17404,10555,CUNDINAMARCA,54897,95,MADRID,641,28695,27959
496,15163,840,848,CUNDINAMARCA,4110,17,MANTA,34,1739,1688
497,15166,1899,1042,CUNDINAMARCA,6771,39,MEDINA,54,3034,2941
498,15169,16521,13047,CUNDINAMARCA,57821,86,MOSQUERA,448,30102,29568
499,15172,388,353,CUNDINAMARCA,2535,3,NARIÑO,4,748,741
500,15175,2758,1603,CUNDINAMARCA,8960,35,NEMOCON,90,4486,4361
501,15178,1107,1397,CUNDINAMARCA,6256,9,NILO,18,2531,2504
502,15181,750,540,CUNDINAMARCA,3153,12,NIMAIMA,24,1326,1290
503,15184,886,1252,CUNDINAMARCA,5169,13,NOCAIMA,40,2191,2138
504,15190,3959,3726,CUNDINAMARCA,20502,76,PACHO,143,7904,7685
505,15193,692,766,CUNDINAMARCA,4564,19,PAIME,22,1499,1458
506,15196,638,741,CUNDINAMARCA,4122,9,PANDI,23,1411,1379
507,15199,1176,1567,CUNDINAMARCA,7605,20,PASCA,64,2827,2743
508,15205,466,437,CUNDINAMARCA,2856,11,PULI,24,938,903
509,15208,1137,480,CUNDINAMARCA,3996,13,QUEBRADANEGRA,21,1651,1617
510,15211,1551,741,CUNDINAMARCA,5408,7,QUETAME,53,2352,2292
511,15214,1302,745,CUNDINAMARCA,6135,22,QUIPILE,26,2095,2047
512,15218,2076,1688,CUNDINAMARCA,10455,14,RICAURTE,17,3795,3764
513,15235,2130,1137,CUNDINAMARCA,8594,18,SASAIMA,35,3320,3267
514,15238,2266,1488,CUNDINAMARCA,7764,17,SESQUILE,109,3880,3754
515,15239,6222,4132,CUNDINAMARCA,24060,45,SIBATE,179,10578,10354
516,15241,3323,3045,CUNDINAMARCA,16551,44,SILVANIA,68,6480,6368
517,15244,2097,1179,CUNDINAMARCA,8608,26,SIMIJACA,65,3367,3276
518,15247,46767,42449,CUNDINAMARCA,201745,289,SOACHA,1464,90969,89216
519,15250,4500,4579,CUNDINAMARCA,16285,27,SOPO,137,9243,9079
520,15256,4070,1838,CUNDINAMARCA,11191,21,SUBACHOQUE,90,6019,5908
521,15259,2620,1956,CUNDINAMARCA,9730,24,SUESCA,138,4738,4576
522,15262,942,574,CUNDINAMARCA,4154,19,SUPATA,30,1565,1516
523,15265,949,1048,CUNDINAMARCA,5102,21,SUSA,76,2094,1997
524,15268,996,563,CUNDINAMARCA,3746,21,SUTATAUSA,35,1615,1559
525,15271,3983,3249,CUNDINAMARCA,14659,20,TABIO,134,7386,7232
526,15274,1886,737,CUNDINAMARCA,5720,19,TAUSA,63,2705,2623
527,15277,1028,1238,CUNDINAMARCA,6197,19,TENA,23,2308,2266
528,15280,3968,2903,CUNDINAMARCA,14029,20,TENJO,93,6984,6871
529,15283,681,778,CUNDINAMARCA,3706,29,TIBACUY,20,1508,1459
530,15286,357,667,CUNDINAMARCA,3018,31,TIBIRITA,9,1064,1024
531,15289,2249,2351,CUNDINAMARCA,12896,20,TOCAIMA,60,4680,4600
532,15292,6865,4971,CUNDINAMARCA,24441,43,TOCANCIPA,320,12199,11836
533,15295,656,825,CUNDINAMARCA,4060,27,TOPAIPI,38,1546,1481
534,15298,1541,1082,CUNDINAMARCA,8478,35,UBALA,69,2727,2623
535,15301,1197,915,CUNDINAMARCA,5660,25,UBAQUE,45,2182,2112
536,15304,7985,4922,CUNDINAMARCA,30807,66,UBATE,274,13247,12907
537,15307,1606,1296,CUNDINAMARCA,6307,15,UNE,37,2954,2902
538,15316,1184,616,CUNDINAMARCA,4700,19,UTICA,18,1837,1800
539,15318,513,677,CUNDINAMARCA,3562,8,VENECIA,15,1213,1190
540,15319,1084,1147,CUNDINAMARCA,7346,45,VERGARA,41,2317,2231
541,15322,673,726,CUNDINAMARCA,3867,14,VIANI,28,1441,1399
542,15323,375,198,CUNDINAMARCA,1915,17,VILLAGOMEZ,17,607,573
543,15325,4039,1661,CUNDINAMARCA,12800,41,VILLAPINZON,89,5830,5700
544,15328,5842,3165,CUNDINAMARCA,21862,49,VILLETA,93,9149,9007
545,15331,2006,1899,CUNDINAMARCA,10358,22,VIOTA,66,3993,3905
546,15334,1772,1339,CUNDINAMARCA,11457,65,YACOPI,51,3227,3111
547,15337,1071,962,CUNDINAMARCA,4091,16,ZIPACON,17,2066,2033
548,15340,21680,20348,CUNDINAMARCA,82209,120,ZIPAQUIRA,807,42955,42028
549,24008,2404,1265,RISARALDA,10487,47,APIA,84,3800,3669
550,24013,1074,891,RISARALDA,5565,23,BALBOA,44,2032,1965
551,24025,37995,28055,RISARALDA,154003,364,DOSQUEBRADAS,1044,67458,66050
552,24029,2443,1240,RISARALDA,10351,45,GUATICA,67,3795,3683
553,24054,3350,2067,RISARALDA,15561,88,MARSELLA,97,5602,5417
554,24062,1716,1926,RISARALDA,11096,58,MISTRATO,65,3765,3642
555,24001,87598,75063,RISARALDA,393135,836,PEREIRA,2278,165775,162661
556,24078,3734,4144,RISARALDA,19821,184,QUINCHIA,259,8321,7878
557,24094,2113,1473,RISARALDA,12258,70,SANTUARIO,119,3775,3586
558,52005,21513,7978,META,56070,130,ACACIAS,663,30284,29491
559,52008,1182,718,META,4569,13,CABUYARO,30,1943,1900
560,52015,1385,602,META,4902,15,CUBARRAL,30,2032,1987
561,52020,5099,2456,META,15494,31,CUMARAL,115,7701,7555
562,52035,12415,7007,META,48638,125,GRANADA,421,19968,19422
563,52040,4078,1316,META,10375,15,GUAMAL,62,5471,5394
564,52042,1636,1287,META,7903,39,LEJANIAS,92,3054,2923
565,52046,505,697,META,5394,12,MAPIRIPAN,33,1247,1202
566,52044,1126,1843,META,7585,30,MESETAS,46,3045,2969
567,52050,3557,2464,META,14935,23,RESTREPO,60,6104,6021
568,52074,140,2036,META,4724,24,URIBE,14,2214,2176
569,52001,100830,56633,META,343296,400,VILLAVICENCIO,1757,159620,157463
570,26001,59049,43835,QUINDIO,247873,913,ARMENIA,1205,105002,102884
571,26005,564,441,QUINDIO,2857,6,BUENAVISTA,17,1028,1005
572,26010,14557,8767,QUINDIO,58297,262,CALARCA,377,23963,23324
573,26020,5837,3343,QUINDIO,21943,53,CIRCASIA,131,9364,9180
574,26025,1028,872,QUINDIO,5090,25,CORDOBA,35,1960,1900
575,26030,2627,1522,QUINDIO,10343,39,FILANDIA,68,4256,4149
576,26040,1739,987,QUINDIO,7384,29,GENOVA,55,2810,2726
577,26060,8140,3398,QUINDIO,33103,108,MONTENEGRO,227,11873,11538
578,26070,1523,815,QUINDIO,6022,13,PIJAO,34,2385,2338
579,26080,7156,4528,QUINDIO,29792,211,QUIMBAYA,154,12049,11684
580,26090,1666,853,QUINDIO,5762,27,SALENTO,32,2578,2519
581,11004,570,2874,CAUCA,12511,85,ALMAGUER,169,3698,3444
582,11005,751,5807,CAUCA,17783,97,ARGELIA,175,6830,6558
583,11006,731,4425,CAUCA,15693,107,BALBOA,126,5389,5156
584,11007,2772,5234,CAUCA,31054,163,BOLIVAR,286,8455,8006
585,11013,2002,4922,CAUCA,23310,168,CAJIBIO,138,7230,6924
586,11016,1715,6792,CAUCA,20628,169,CALDONO,267,8943,8507
587,11019,2183,5875,CAUCA,17687,70,CALOTO,166,8294,8058
588,11022,2520,5669,CAUCA,17445,113,CORINTO,187,8489,8189
589,11027,520,1530,CAUCA,4576,37,FLORENCIA,64,2151,2050
590,11029,1663,4160,CAUCA,12259,65,GUACHENE,202,6090,5823
591,11028,415,5596,CAUCA,19182,83,GUAPI,78,6172,6011
592,11031,1177,3318,CAUCA,16634,80,INZA,74,4649,4495
593,11034,520,3270,CAUCA,8072,66,JAMBALO,89,3945,3790
594,11046,960,3135,CAUCA,13882,99,MERCADERES,77,4271,4095
595,11049,3379,5933,CAUCA,18593,58,MIRANDA,166,9536,9312
596,11052,2412,3764,CAUCA,18642,211,MORALES,225,6612,6176
597,11053,752,2258,CAUCA,6631,35,PADILLA,104,3149,3010
598,11060,492,996,CAUCA,5010,29,PIAMONTE,31,1548,1488
599,11061,4240,4840,CAUCA,26554,153,PIENDAMO,149,9382,9080
600,11001,38628,55296,CAUCA,225161,525,POPAYAN,1229,95678,93924
601,11070,1211,1794,CAUCA,8645,83,ROSAS,90,3178,3005
602,11082,1804,5792,CAUCA,21970,191,SILVIA,193,7980,7596
603,11087,1912,3890,CAUCA,15860,143,SUAREZ,215,6160,5802
604,11086,304,1418,CAUCA,5460,37,SUCRE,31,1790,1722
605,11088,4057,5047,CAUCA,24676,119,TIMBIO,191,9414,9104
606,11091,370,5885,CAUCA,14326,29,TIMBIQUI,64,6348,6255
607,11094,1171,6535,CAUCA,16666,349,TORIBIO,165,8220,7706
608,11097,884,2615,CAUCA,10804,47,TOTORO,57,3603,3499
609,64007,804,1072,PUTUMAYO,4244,17,COLON,19,1912,1876
610,64001,5105,7718,PUTUMAYO,35245,84,MOCOA,159,13066,12823
611,64023,1820,6165,PUTUMAYO,25937,86,ORITO,155,8226,7985
612,64016,881,1359,PUTUMAYO,5929,32,SANTIAGO,48,2320,2240
613,64019,1783,2499,PUTUMAYO,10309,75,SIBUNDOY,77,4434,4282
614,64030,2757,2869,PUTUMAYO,15777,54,VILLAGARZON,114,5794,5626
615,07007,327,348,BOYACA,1908,7,ALMEIDA,11,693,675
616,07010,882,773,BOYACA,4570,9,ARCABUCO,54,1718,1655
617,07013,1344,1150,BOYACA,6748,27,BELEN,81,2602,2494
618,07016,181,387,BOYACA,1465,5,BERBEO,15,588,568
619,07019,252,407,BOYACA,1915,7,BETEITIVA,19,685,659
620,07022,1002,798,BOYACA,5162,26,BOAVITA,40,1866,1800
621,07025,432,601,BOYACA,4201,16,BOYACA,24,1073,1033
622,07028,282,471,BOYACA,2098,12,BRICEÑO,7,772,753
623,07031,790,616,BOYACA,4573,25,BUENAVISTA,29,1460,1406
624,07034,183,174,BOYACA,794,6,BUSBANZA,7,370,357
625,07037,453,651,BOYACA,3278,11,CALDAS,24,1139,1104
626,07040,432,507,BOYACA,2508,15,CAMPOHERMOSO,23,977,939
627,07043,595,961,BOYACA,3482,18,CERINZA,54,1628,1556
628,07064,497,421,BOYACA,3131,7,CHINAVITA,17,942,918
629,07067,8619,8110,BOYACA,40893,87,CHIQUINQUIRA,303,17119,16729
630,07068,330,537,BOYACA,4330,18,CHIQUIZA,27,912,867
631,07070,658,672,BOYACA,3519,35,CHISCAS,40,1405,1330
632,07073,1294,861,BOYACA,6331,89,CHITA,75,2319,2155
633,07076,962,644,BOYACA,5445,29,CHITARAQUE,19,1654,1606
634,07077,439,477,BOYACA,2542,7,CHIVATA,7,930,916
635,07078,378,260,BOYACA,1769,10,CHIVOR,8,656,638
636,07046,655,543,BOYACA,3872,19,CIENEGA,16,1233,1198
637,07049,1452,2081,BOYACA,8585,34,COMBITA,86,3653,3533
638,07052,521,779,BOYACA,3278,13,COPER,19,1332,1300
639,07055,511,408,BOYACA,2228,14,CORRALES,22,955,919
640,07058,626,394,BOYACA,3133,44,COVARACHIA,16,1080,1020
641,07059,597,781,BOYACA,5484,23,CUBARA,68,1469,1378
642,07060,543,683,BOYACA,3186,8,CUCAITA,30,1264,1226
643,07061,363,269,BOYACA,1851,2,CUITIVA,19,653,632
644,07079,20787,19535,BOYACA,83354,119,DUITAMA,770,41211,40322
645,07088,758,1317,BOYACA,5680,17,FIRAVITOBA,37,2129,2075
646,07091,799,527,BOYACA,3078,8,FLORESTA,20,1354,1326
647,07094,678,621,BOYACA,3020,19,GACHANTIVA,24,1342,1299
648,07097,825,621,BOYACA,4056,22,GAMEZA,23,1491,1446
649,07100,2485,2534,BOYACA,11845,36,GARAGOA,119,5174,5019
650,07103,479,122,BOYACA,1656,11,GUACAMAYAS,19,631,601
651,07106,1599,1718,BOYACA,8954,24,GUATEQUE,80,3421,3317
652,07109,633,861,BOYACA,3849,14,GUAYATA,22,1530,1494
653,07112,592,556,BOYACA,3033,14,GUICAN,42,1204,1148
654,07118,465,367,BOYACA,2224,12,IZA,13,857,832
655,07121,584,1031,BOYACA,5464,25,JENESANO,33,1673,1615
656,07124,570,359,BOYACA,3218,22,JERICO,23,974,929
657,07127,529,444,BOYACA,2722,13,LABRANZAGRANDE,17,1003,973
658,07142,728,464,BOYACA,3603,19,MACANAL,24,1235,1192
659,07148,459,1371,BOYACA,6271,16,MARIPI,25,1871,1830
660,07151,1233,2330,BOYACA,7568,44,MIRAFLORES,81,3688,3563
661,07154,1258,397,BOYACA,4003,6,MONGUA,25,1686,1655
662,07157,870,530,BOYACA,3643,5,MONGUI,29,1434,1400
663,07160,3016,3257,BOYACA,17452,57,MONIQUIRA,162,6492,6273
664,07161,836,955,BOYACA,4938,14,MOTAVITA,41,1846,1791
665,07163,1470,858,BOYACA,7195,37,MUZO,55,2420,2328
666,07166,2809,2835,BOYACA,11546,11,NOBSA,86,5741,5644
667,07173,492,605,BOYACA,2392,8,OICATA,30,1135,1097
668,07176,1297,1021,BOYACA,6406,23,OTANCHE,28,2369,2318
669,07178,374,370,BOYACA,2001,20,PACHAVITA,15,779,744
670,07179,613,558,BOYACA,2338,14,PAEZ,43,1228,1171
671,07181,4866,6187,BOYACA,24543,59,PAIPA,200,11312,11053
672,07184,399,234,BOYACA,1713,8,PAJARITO,9,650,633
673,07187,335,285,BOYACA,1605,14,PANQUEBA,15,649,620
674,07190,802,1521,BOYACA,6712,37,PAUNA,41,2401,2323
675,07193,383,320,BOYACA,1406,8,PAYA,26,737,703
676,07202,1061,710,BOYACA,6418,15,PESCA,33,1819,1771
677,07205,256,195,BOYACA,1021,9,PISBA,3,463,451
678,07215,1066,637,BOYACA,4928,33,QUIPAMA,32,1768,1703
679,07217,1267,1466,BOYACA,8601,22,RAMIRIQUI,34,2789,2733
680,07220,851,815,BOYACA,4570,20,RAQUIRA,44,1730,1666
681,07223,426,469,BOYACA,2283,17,RONDON,17,929,895
682,07226,1250,2246,BOYACA,9555,56,SABOYA,112,3664,3496
683,07232,624,702,BOYACA,3320,11,SACHICA,13,1350,1326
684,07235,2340,2343,BOYACA,13405,36,SAMACA,130,4849,4683
685,07250,1034,1106,BOYACA,6831,24,SANTANA,34,2198,2140
686,07259,362,373,BOYACA,2398,15,SATIVANORTE,23,773,735
687,07262,174,197,BOYACA,1227,2,SATIVASUR,4,377,371
688,07265,1453,778,BOYACA,6256,25,SIACHOQUE,54,2310,2231
689,07268,1989,1461,BOYACA,7449,37,SOATA,56,3543,3450
690,07274,1160,1138,BOYACA,6151,33,SOCHA,64,2395,2298
691,07271,1214,791,BOYACA,5922,39,SOCOTA,60,2104,2005
692,07277,20865,20261,BOYACA,89443,148,SOGAMOSO,700,41974,41126
693,07280,344,529,BOYACA,2779,8,SOMONDOCO,14,895,873
694,07281,459,686,BOYACA,2528,152,SORA,22,1319,1145
695,07282,1489,740,BOYACA,5229,20,SORACA,24,2273,2229
696,07283,978,1039,BOYACA,5413,14,SOTAQUIRA,39,2070,2017
697,07286,410,701,BOYACA,2580,19,SUSACON,36,1166,1111
698,07289,931,1132,BOYACA,5264,18,SUTAMARCHAN,38,2119,2063
699,07292,662,612,BOYACA,3682,14,SUTATENZA,30,1318,1274
700,07298,641,913,BOYACA,4986,7,TASCO,37,1598,1554
701,07301,592,1028,BOYACA,3555,17,TENZA,26,1663,1620
702,07304,740,1312,BOYACA,7402,14,TIBANA,57,2123,2052
703,07307,1685,1842,BOYACA,8412,13,TIBASOSA,75,3615,3527
704,07310,505,632,BOYACA,2538,5,TINJACA,20,1162,1137
705,07311,520,557,BOYACA,3353,30,TIPACOQUE,29,1136,1077
706,07313,1168,1107,BOYACA,6996,29,TOCA,40,2344,2275
707,07316,410,516,BOYACA,4284,19,TOGUI,22,967,926
708,07319,789,552,BOYACA,2924,10,TOPAGA,19,1370,1341
709,07322,590,318,BOYACA,4105,10,TOTA,25,943,908
710,07001,25112,32780,BOYACA,116576,143,TUNJA,1003,59038,57892
711,07324,181,461,BOYACA,1314,4,TUNUNGUA,9,655,642
712,07325,568,1161,BOYACA,5703,16,TURMEQUE,41,1786,1729
713,07328,1497,1536,BOYACA,7216,23,TUTA,57,3113,3033
714,07331,412,492,BOYACA,1841,16,TUTAZA,29,949,904
715,07334,1224,980,BOYACA,5815,30,UMBITA,47,2281,2204
716,07337,1689,1566,BOYACA,10912,18,VENTAQUEMADA,81,3354,3255
717,07340,452,343,BOYACA,2553,11,VIRACACHA,16,822,795
718,07346,473,910,BOYACA,3874,12,ZETAQUIRA,15,1410,1383
719,03004,3416,8936,ATLANTICO,45824,139,BARANOA,58,12549,12352
720,03001,108178,146039,ATLANTICO,1029268,1047,BARRANQUILLA,1111,256375,254217
721,03010,906,2078,ATLANTICO,11294,25,CANDELARIA,25,3034,2984
722,03013,3176,5186,ATLANTICO,34607,28,GALAPA,74,8464,8362
723,03019,1246,2265,ATLANTICO,23080,28,LURUACO,25,3564,3511
724,03022,6908,8810,ATLANTICO,74964,45,MALAMBO,94,15857,15718
725,03025,317,1660,ATLANTICO,13416,8,MANATI,10,1995,1977
726,03031,391,1118,ATLANTICO,5409,13,PIOJO,15,1537,1509
727,03034,639,2746,ATLANTICO,12246,23,POLONUEVO,29,3437,3385
728,03035,1421,2445,ATLANTICO,17776,23,PONEDERA,20,3909,3866
729,03040,829,3325,ATLANTICO,18423,35,REPELON,24,4213,4154
