,Id,No,Si,departamento,habilitados,nomarcados,nombre,nulos,total votos,validos
373,64023,1820,6165,PUTUMAYO,25937,86,ORITO,155,8226,7985
374,64016,881,1359,PUTUMAYO,5929,32,SANTIAGO,48,2320,2240
375,64019,1783,2499,PUTUMAYO,10309,75,SIBUNDOY,77,4434,4282
376,64030,2757,2869,PUTUMAYO,15777,54,VILLAGARZON,114,5794,5626
377,17004,485,1568,CHOCO,8345,33,ACANDI,19,2105,2053
378,17007,196,2264,CHOCO,8376,12,BAGADO,46,2518,2460
379,17014,382,1238,CHOCO,4109,2,CERTEGUI,87,1709,1620
380,17013,863,2296,CHOCO,10526,45,CONDOTO,140,3344,3159
381,17019,1679,3990,CHOCO,21319,88,ISTMINA,155,5912,5669
382,17022,144,580,CHOCO,3049,13,JURADO,7,744,724
383,17025,435,2128,CHOCO,7605,40,LLORO,63,2666,2563
384,17028,423,1212,CHOCO,5232,30,NOVITA,74,1739,1635
385,17031,103,1416,CHOCO,5413,12,NUQUI,12,1543,1519
386,17001,7159,20260,CHOCO,80380,308,QUIBDO,795,28522,27419
387,17034,345,3462,CHOCO,13524,36,RIOSUCIO,36,3879,3807
388,17040,88,618,CHOCO,2467,17,SIPI,26,749,706
389,17043,1238,2830,CHOCO,12777,56,TADO,157,4281,4068
390,17048,736,1426,CHOCO,8348,26,UNGUIA,16,2204,2162
391,09004,4766,1961,CALDAS,18854,134,AGUADAS,174,7035,6727
392,09007,7430,3356,CALDAS,27896,153,ANSERMA,270,11209,10786
393,09013,2409,1573,CALDAS,11540,86,ARANZAZU,123,4191,3982
394,09022,2105,1514,CALDAS,10118,219,BELALCAZAR,52,3890,3619
395,09034,10543,6185,CALDAS,43763,162,CHINCHINA,315,17205,16728
396,09037,1783,1365,CALDAS,9343,71,FILADELFIA,62,3281,3148
397,09001,76961,74140,CALDAS,323102,734,MANIZALES,2505,154340,151101
398,09055,3146,1773,CALDAS,15465,82,MANZANARES,91,5092,4919
399,09058,1133,514,CALDAS,6840,23,MARMATO,41,1711,1647
400,09061,2427,1452,CALDAS,11445,101,MARQUETALIA,93,4073,3879
401,09067,391,387,CALDAS,2658,21,MARULANDA,32,831,778
402,09076,4191,2283,CALDAS,19307,101,NEIRA,168,6743,6474
403,09078,1179,906,CALDAS,5865,36,NORCASIA,51,2172,2085
404,09079,2727,1548,CALDAS,12064,62,PACORA,76,4413,4275
405,09082,2513,1867,CALDAS,14755,34,PALESTINA,51,4465,4380
406,09085,3959,1880,CALDAS,16734,198,PENSILVANIA,191,6228,5839
407,09103,8402,6070,CALDAS,37633,205,RIOSUCIO,399,15076,14472
408,09106,2021,959,CALDAS,10761,35,RISARALDA,49,3064,2980
409,09109,3021,2096,CALDAS,15660,173,SALAMINA,86,5376,5117
410,09115,3513,2814,CALDAS,16191,156,SAMANA,209,6692,6327
411,09124,4985,2408,CALDAS,21254,141,SUPIA,349,7883,7393
412,09127,1735,1249,CALDAS,8262,44,VICTORIA,51,3079,2984
413,09130,9806,7470,CALDAS,37945,130,VILLAMARIA,330,17736,17276
414,09133,3737,1373,CALDAS,12839,38,VITERBO,56,5204,5110
415,46040,9666,4123,CASANARE,26606,96,AGUAZUL,599,14484,13789
416,46120,271,663,CASANARE,1551,9,CHAMEZA,25,968,934
417,46520,3265,1459,CASANARE,10075,40,MANI,86,4850,4724
418,46540,3998,1639,CASANARE,11103,38,MONTERREY,87,5762,5637
419,46560,2272,579,CASANARE,6023,41,NUNCHIA,67,2959,2851
420,46640,1800,1182,CASANARE,7605,30,OROCUE,61,3073,2982
421,46700,2684,662,CASANARE,6622,34,PORE,91,3471,3346
422,46760,305,337,CASANARE,1260,20,RECETOR,43,705,642
423,46800,664,680,CASANARE,2758,13,SABANALARGA,30,1387,1344
424,46815,97,563,CASANARE,1537,14,SACAMA,77,751,660
425,46840,1350,528,CASANARE,4325,45,TAMARA,42,1965,1878
426,46850,6037,2209,CASANARE,15751,60,TAURAMENA,139,8445,8246
427,46865,2966,735,CASANARE,9211,42,TRINIDAD,87,3830,3701
428,46880,5625,2425,CASANARE,19519,59,VILLANUEVA,173,8282,8050
429,46001,36503,14561,CASANARE,102568,229,YOPAL,858,52151,51064
430,28010,993,2187,SUCRE,9619,48,BUENAVISTA,22,3250,3180
431,28020,623,2126,SUCRE,8757,41,CAIMITO,24,2814,2749
432,28045,466,869,SUCRE,4403,40,CHALAN,19,1394,1335
433,28040,6973,10907,SUCRE,45886,120,COROZAL,206,18206,17880
434,28041,1915,1918,SUCRE,10921,24,COVEÑAS,41,3898,3833
435,28049,1701,1811,SUCRE,12792,24,GUARANDA,48,3584,3512
436,28060,2857,3935,SUCRE,26077,85,MAJAGUAL,52,6929,6792
437,28080,1753,3322,SUCRE,12813,46,MORROA,101,5222,5075
438,28100,2019,5328,SUCRE,20135,65,OVEJAS,58,7470,7347
439,28120,1011,2323,SUCRE,9642,31,PALMITO,29,3394,3334
440,28160,4596,6816,SUCRE,30974,126,SAMPUES,170,11708,11412
441,28260,3493,5470,SUCRE,25579,82,SINCE,112,9157,8963
442,28001,31435,37461,SUCRE,195898,722,SINCELEJO,771,70389,68896
443,28280,2459,3100,SUCRE,20688,59,SUCRE,52,5670,5559
444,28300,2300,5427,SUCRE,22816,54,TOLU,89,7870,7727
445,28320,2060,5227,SUCRE,17811,74,TOLUVIEJO,63,7424,7287
446,40001,15191,8159,ARAUCA,67929,139,ARAUCA,447,23936,23350
447,40010,2289,7440,ARAUCA,27274,150,ARAUQUITA,234,10113,9729
448,40017,1063,2338,ARAUCA,10912,58,FORTUL,187,3646,3401
449,40025,5168,4457,ARAUCA,31702,131,SARAVENA,335,10091,9625
450,40005,5267,5407,ARAUCA,31607,131,TAME,263,11068,10674
451,16ZZZ,1114933,1423612,BOGOTA D.C.,5547172,6601,BOGOTA D.C.,25213,2570359,2538545
452,21008,467,1525,MAGDALENA,9422,21,ALGARROBO,28,2041,1992
453,21010,555,962,MAGDALENA,26547,8,ARACATACA,25,1550,1517
454,21015,728,2827,MAGDALENA,13108,25,CHIVOLO,39,3619,3555
455,21016,8670,8629,MAGDALENA,81617,388,CIENAGA,117,17804,17299
456,21020,341,2251,MAGDALENA,10564,15,CONCORDIA,16,2623,2592
457,21031,4308,4609,MAGDALENA,51126,35,FUNDACION,97,9049,8917
458,21040,1643,2989,MAGDALENA,22148,47,GUAMAL,36,4715,4632
459,21046,552,1340,MAGDALENA,8926,20,PEDRAZA,14,1926,1892
460,21049,933,6313,MAGDALENA,28335,48,PIVIJAY,84,7378,7246
461,21052,3303,6312,MAGDALENA,39220,92,PLATO,98,9805,9615
462,21055,1920,1957,MAGDALENA,20274,108,PUEBLOVIEJO,37,4022,3877
463,21058,200,1716,MAGDALENA,7037,12,REMOLINO,15,1943,1916
464,21067,557,738,MAGDALENA,7454,8,SALAMINA,10,1313,1295
465,21079,764,1649,MAGDALENA,17808,88,SITIONUEVO,19,2520,2413
466,21085,438,2469,MAGDALENA,9842,28,TENERIFE,39,2974,2907
467,21090,489,2119,MAGDALENA,7739,19,ZAPAYAN,21,2648,2608
468,23007,1268,1298,NARIÑO,5756,38,ALDANA,52,2656,2566
469,23010,631,1683,NARIÑO,7235,32,ANCUYA,35,2381,2314
470,23016,1063,3159,NARIÑO,20859,76,BARBACOAS,63,4361,4222
471,23017,934,1418,NARIÑO,5328,35,BELEN,32,2419,2352
472,23019,2914,2921,NARIÑO,16930,85,BUESACO,109,6029,5835
473,23038,1427,2377,NARIÑO,9510,43,CHACHAGUI,50,3897,3804
474,23025,1434,1969,NARIÑO,8497,55,CONSACA,83,3541,3403
475,23028,903,1036,NARIÑO,5544,23,CONTADERO,25,1987,1939
476,23031,1301,2138,NARIÑO,10104,72,CORDOBA,53,3564,3439
477,23037,3085,5421,NARIÑO,23407,131,CUMBAL,216,8853,8506
478,23039,299,2119,NARIÑO,6203,19,CUMBITARA,25,2462,2418
479,23049,737,1575,NARIÑO,5549,38,FUNES,31,2381,2312
480,23052,1938,2511,NARIÑO,14068,54,GUACHUCAL,78,4581,4449
481,23055,800,2255,NARIÑO,10811,51,GUAITARILLA,47,3153,3055
482,23058,932,1404,NARIÑO,5077,15,GUALMATAN,32,2383,2336
483,23061,857,1430,NARIÑO,6900,37,ILES,45,2369,2287
484,23064,912,1156,NARIÑO,6314,33,IMUES,28,2129,2068
485,23067,15842,15864,NARIÑO,92217,617,IPIALES,503,32826,31706
486,23080,277,2605,NARIÑO,7254,47,LEIVA,44,2973,2882
487,23082,452,3047,NARIÑO,8485,69,LINARES,64,3632,3499
488,23094,224,1975,NARIÑO,5897,13,MOSQUERA,22,2234,2199
489,23096,649,988,NARIÑO,4120,15,NARIÑO,21,1673,1637
490,23097,637,1102,NARIÑO,5668,38,OSPINA,26,1803,1739
491,23001,41981,70354,NARIÑO,279784,501,PASTO,1505,114341,112335
492,23098,461,3690,NARIÑO,9537,55,POLICARPA,51,4257,4151
493,23100,1809,1590,NARIÑO,9425,48,POTOSI,63,3510,3399
494,23101,228,1586,NARIÑO,4259,50,PROVIDENCIA,26,1890,1814
495,23103,997,2191,NARIÑO,7410,34,PUERRES,70,3292,3188
496,23106,3010,2820,NARIÑO,14600,63,PUPIALES,140,6033,5830
497,23109,974,1947,NARIÑO,13557,79,RICAURTE,48,3048,2921
498,23115,1359,7072,NARIÑO,22140,69,SAMANIEGO,166,8666,8431
499,23118,2346,4208,NARIÑO,15906,107,SANDONA,112,6773,6554
500,23130,715,1089,NARIÑO,5628,21,SAPUYES,32,1857,1804
501,23133,1028,3792,NARIÑO,13578,100,TAMINANGO,94,5014,4820
502,23136,1467,1659,NARIÑO,9879,26,TANGUA,46,3198,3126
503,23139,9520,23534,NARIÑO,121788,503,TUMACO,709,34266,33054
504,23142,3521,6384,NARIÑO,34090,147,TUQUERRES,268,10320,9905
505,23145,1034,2169,NARIÑO,8133,61,YACUANQUER,88,3352,3203
506,15007,1086,693,CUNDINAMARCA,5069,8,ALBAN,33,1820,1779
507,15010,2466,2008,CUNDINAMARCA,11225,17,ANAPOIMA,40,4531,4474
508,15013,2461,1698,CUNDINAMARCA,11234,36,ANOLAIMA,46,4241,4159
509,15217,1315,1323,CUNDINAMARCA,6824,16,APULO,35,2689,2638
510,15016,2349,1496,CUNDINAMARCA,8852,26,ARBELAEZ,45,3916,3845
511,15019,325,321,CUNDINAMARCA,1987,9,BELTRAN,6,661,646
512,15022,396,454,CUNDINAMARCA,2823,13,BITUIMA,8,871,850
513,15025,1875,1241,CUNDINAMARCA,5893,16,BOJACA,76,3208,3116
514,15029,346,991,CUNDINAMARCA,3457,19,CABRERA,79,1435,1337
515,15030,1756,1686,CUNDINAMARCA,8749,22,CACHIPAY,41,3505,3442
516,15031,10722,9016,CUNDINAMARCA,38304,49,CAJICA,275,20062,19738
517,15034,2076,1170,CUNDINAMARCA,10164,57,CAPARRAPI,74,3377,3246
518,15037,3393,2001,CUNDINAMARCA,14339,22,CAQUEZA,109,5525,5394
519,15052,721,740,CUNDINAMARCA,3664,23,CHAGUANI,19,1503,1461
520,15055,21715,21717,CUNDINAMARCA,83132,84,CHIA,424,43940,43432
521,15058,1985,892,CUNDINAMARCA,7434,8,CHIPAQUE,43,2928,2877
522,15061,3042,1573,CUNDINAMARCA,11254,28,CHOACHI,70,4713,4615
523,15064,3578,2041,CUNDINAMARCA,14326,45,CHOCONTA,110,5774,5619
524,15043,3935,2684,CUNDINAMARCA,12927,19,COGUA,128,6766,6619
525,15046,5388,4585,CUNDINAMARCA,22995,25,COTA,98,10096,9973
526,15049,1371,728,CUNDINAMARCA,4708,13,CUCUNUBA,49,2161,2099
527,15076,26978,18839,CUNDINAMARCA,87088,109,FACATATIVA,1056,46982,45817
528,15079,2777,1126,CUNDINAMARCA,9437,25,FOMEQUE,38,3966,3903
529,15085,1565,438,CUNDINAMARCA,5483,8,FOSCA,11,2022,2003
530,15088,17147,13403,CUNDINAMARCA,60731,56,FUNZA,534,31140,30550
531,15091,828,773,CUNDINAMARCA,3913,12,FUQUENE,33,1646,1601
532,15094,23323,17890,CUNDINAMARCA,96948,155,FUSAGASUGA,573,41941,41213
533,15097,793,736,CUNDINAMARCA,5230,21,GACHALA,43,1593,1529
534,15100,2816,1718,CUNDINAMARCA,9080,44,GACHANCIPA,113,4691,4534
535,15103,2036,1070,CUNDINAMARCA,9217,32,GACHETA,55,3193,3106
536,15106,609,540,CUNDINAMARCA,3103,24,GAMA,18,1191,1149
537,15109,20971,12251,CUNDINAMARCA,81967,83,GIRARDOT,334,33639,33222
538,15132,1171,1022,CUNDINAMARCA,5571,15,GRANADA,39,2247,2193
539,15112,2003,1424,CUNDINAMARCA,8587,36,GUACHETA,103,3566,3427
540,15115,4854,3388,CUNDINAMARCA,22188,79,GUADUAS,181,8502,8242
541,15118,2836,1555,CUNDINAMARCA,10241,21,GUASCA,60,4472,4391
542,15121,307,402,CUNDINAMARCA,2205,10,GUATAQUI,13,732,709
543,15124,1279,811,CUNDINAMARCA,4945,14,GUATAVITA,32,2136,2090
544,15128,1470,513,CUNDINAMARCA,4467,9,GUAYABETAL,36,2028,1983
545,15130,831,480,CUNDINAMARCA,2691,5,GUTIERREZ,27,1343,1311
546,15133,391,474,CUNDINAMARCA,2700,16,JERUSALEN,7,888,865
547,15136,1023,694,CUNDINAMARCA,5524,13,JUNIN,39,1769,1717
548,15154,1532,1011,CUNDINAMARCA,6966,16,LENGUAZAQUE,77,2636,2543
549,15157,1008,762,CUNDINAMARCA,6109,20,MACHETA,35,1825,1770
550,15160,17404,10555,CUNDINAMARCA,54897,95,MADRID,641,28695,27959
551,15163,840,848,CUNDINAMARCA,4110,17,MANTA,34,1739,1688
552,15166,1899,1042,CUNDINAMARCA,6771,39,MEDINA,54,3034,2941
553,15169,16521,13047,CUNDINAMARCA,57821,86,MOSQUERA,448,30102,29568
554,15172,388,353,CUNDINAMARCA,2535,3,NARIÑO,4,748,741
555,15175,2758,1603,CUNDINAMARCA,8960,35,NEMOCON,90,4486,4361
556,15178,1107,1397,CUNDINAMARCA,6256,9,NILO,18,2531,2504
557,15181,750,540,CUNDINAMARCA,3153,12,NIMAIMA,24,1326,1290
558,15184,886,1252,CUNDINAMARCA,5169,13,NOCAIMA,40,2191,2138
559,15190,3959,3726,CUNDINAMARCA,20502,76,PACHO,143,7904,7685
560,15193,692,766,CUNDINAMARCA,4564,19,PAIME,22,1499,1458
561,15196,638,741,CUNDINAMARCA,4122,9,PANDI,23,1411,1379
562,15199,1176,1567,CUNDINAMARCA,7605,20,PASCA,64,2827,2743
563,15205,466,437,CUNDINAMARCA,2856,11,PULI,24,938,903
564,15208,1137,480,CUNDINAMARCA,3996,13,QUEBRADANEGRA,21,1651,1617
565,15211,1551,741,CUNDINAMARCA,5408,7,QUETAME,53,2352,2292
566,15214,1302,745,CUNDINAMARCA,6135,22,QUIPILE,26,2095,2047
567,15218,2076,1688,CUNDINAMARCA,10455,14,RICAURTE,17,3795,3764
568,15235,2130,1137,CUNDINAMARCA,8594,18,SASAIMA,35,3320,3267
569,15238,2266,1488,CUNDINAMARCA,7764,17,SESQUILE,109,3880,3754
570,15239,6222,4132,CUNDINAMARCA,24060,45,SIBATE,179,10578,10354
571,15241,3323,3045,CUNDINAMARCA,16551,44,SILVANIA,68,6480,6368
572,15244,2097,1179,CUNDINAMARCA,8608,26,SIMIJACA,65,3367,3276
573,15247,46767,42449,CUNDINAMARCA,201745,289,SOACHA,1464,90969,89216
574,15250,4500,4579,CUNDINAMARCA,16285,27,SOPO,137,9243,9079
575,15256,4070,1838,CUNDINAMARCA,11191,21,SUBACHOQUE,90,6019,5908
576,15259,2620,1956,CUNDINAMARCA,9730,24,SUESCA,138,4738,4576
577,15262,942,574,CUNDINAMARCA,4154,19,SUPATA,30,1565,1516
578,15265,949,1048,CUNDINAMARCA,5102,21,SUSA,76,2094,1997
579,15268,996,563,CUNDINAMARCA,3746,21,SUTATAUSA,35,1615,1559
580,15271,3983,3249,CUNDINAMARCA,14659,20,TABIO,134,7386,7232
581,15274,1886,737,CUNDINAMARCA,5720,19,TAUSA,63,2705,2623
582,15277,1028,1238,CUNDINAMARCA,6197,19,TENA,23,2308,2266
583,15280,3968,2903,CUNDINAMARCA,14029,20,TENJO,93,6984,6871
584,15283,681,778,CUNDINAMARCA,3706,29,TIBACUY,20,1508,1459
585,15286,357,667,CUNDINAMARCA,3018,31,TIBIRITA,9,1064,1024
586,15289,2249,2351,CUNDINAMARCA,12896,20,TOCAIMA,60,4680,4600
587,15292,6865,4971,CUNDINAMARCA,24441,43,TOCANCIPA,320,12199,11836
588,15295,656,825,CUNDINAMARCA,4060,27,TOPAIPI,38,1546,1481
589,15298,1541,1082,CUNDINAMARCA,8478,35,UBALA,69,2727,2623
590,15301,1197,915,CUNDINAMARCA,5660,25,UBAQUE,45,2182,2112
591,15304,7985,4922,CUNDINAMARCA,30807,66,UBATE,274,13247,12907
592,15307,1606,1296,CUNDINAMARCA,6307,15,UNE,37,2954,2902
593,15316,1184,616,CUNDINAMARCA,4700,19,UTICA,18,1837,1800
594,15318,513,677,CUNDINAMARCA,3562,8,VENECIA,15,1213,1190
595,15319,1084,1147,CUNDINAMARCA,7346,45,VERGARA,41,2317,2231
596,15322,673,726,CUNDINAMARCA,3867,14,VIANI,28,1441,1399
597,15323,375,198,CUNDINAMARCA,1915,17,VILLAGOMEZ,17,607,573
598,15325,4039,1661,CUNDINAMARCA,12800,41,VILLAPINZON,89,5830,5700
599,15328,5842,3165,CUNDINAMARCA,21862,49,VILLETA,93,9149,9007
600,15331,2006,1899,CUNDINAMARCA,10358,22,VIOTA,66,3993,3905
601,15334,1772,1339,CUNDINAMARCA,11457,65,YACOPI,51,3227,3111
602,15337,1071,962,CUNDINAMARCA,4091,16,ZIPACON,17,2066,2033
603,15340,21680,20348,CUNDINAMARCA,82209,120,ZIPAQUIRA,807,42955,42028
604,12075,18389,8179,CESAR,65630,138,AGUACHICA,430,27136,26568
605,12170,1793,2004,CESAR,14110,36,ASTREA,40,3873,3797
606,12180,1787,2753,CESAR,14502,44,BECERRIL,58,4642,4540
607,12200,3593,4979,CESAR,26471,100,BOSCONIA,109,8781,8572
608,12300,2834,3327,CESAR,23597,30,CHIMICHAGUA,95,6286,6161
609,12375,2666,3850,CESAR,20688,85,CHIRIGUANA,97,6698,6516
610,12225,2952,4286,CESAR,24745,64,CURUMANI,109,7411,7238
611,12450,1777,1609,CESAR,10255,26,GAMARRA,26,3438,3386
612,12525,560,608,CESAR,3867,25,GONZALEZ,44,1237,1168
613,12650,1943,2874,CESAR,14163,57,PAILITAS,149,5023,4817
614,12700,2410,2222,CESAR,13460,56,PELAYA,106,4794,4632
615,12900,892,1859,CESAR,10017,27,TAMALAMEQUE,60,2838,2751
616,12001,41843,44788,CESAR,279165,379,VALLEDUPAR,898,87908,86631
617,19004,4658,1432,HUILA,18437,45,ACEVEDO,79,6214,6090
618,19007,1849,875,HUILA,6804,26,AGRADO,29,2779,2724
619,19010,2917,2491,HUILA,14967,58,AIPE,71,5537,5408
620,19013,2306,2761,HUILA,14338,75,ALGECIRAS,92,5234,5067
621,19016,561,439,HUILA,2991,5,ALTAMIRA,11,1016,1000
622,19019,1057,1206,HUILA,5983,27,BARAYA,17,2307,2263
623,19022,6134,3811,HUILA,24718,63,CAMPOALEGRE,173,10181,9945
624,19028,1431,952,HUILA,6752,33,COLOMBIA,26,2442,2383
625,19031,682,645,HUILA,3169,14,ELIAS,14,1355,1327
626,19034,12101,6356,HUILA,51641,158,GARZON,287,18902,18457
627,19037,4263,2668,HUILA,18633,65,GIGANTE,188,7184,6931
628,19040,3132,1331,HUILA,12391,35,GUADALUPE,83,4581,4463
629,19043,1250,1005,HUILA,5571,16,HOBO,42,2313,2255
630,19046,1727,1110,HUILA,6862,24,IQUIRA,40,2901,2837
631,19044,5426,2041,HUILA,18179,101,ISNOS,155,7723,7467
632,19050,1124,604,HUILA,4497,22,NATAGA,20,1770,1728
633,19001,58666,49083,HUILA,255422,479,NEIVA,1066,109294,107749
634,19051,2246,847,HUILA,7370,36,OPORAPA,45,3174,3093
635,19052,1522,604,HUILA,4738,22,PAICOL,27,2175,2126
636,19055,4814,2901,HUILA,20533,37,PALERMO,79,7831,7715
637,19056,1876,1146,HUILA,8509,34,PALESTINA,64,3120,3022
638,19058,2565,1016,HUILA,9123,22,PITAL,55,3658,3581
639,19061,19996,10660,HUILA,89760,179,PITALITO,405,31240,30656
640,19064,3446,2919,HUILA,16199,40,RIVERA,90,6495,6365
641,19067,1936,1420,HUILA,8635,38,SALADOBLANCO,53,3447,3356
642,19076,2183,1027,HUILA,11911,41,SUAZA,56,3307,3210
643,19079,3015,1427,HUILA,11492,31,TARQUI,59,4532,4442
644,19082,2120,1899,HUILA,10814,37,TELLO,83,4139,4019
645,19085,1799,738,HUILA,6481,11,TERUEL,36,2584,2537
646,19088,4471,1441,HUILA,15078,64,TIMANA,65,6041,5912
647,19091,1086,1480,HUILA,6524,22,VILLAVIEJA,44,2632,2566
648,19094,1802,1137,HUILA,6750,5,YAGUARA,39,2983,2939
649,07007,327,348,BOYACA,1908,7,ALMEIDA,11,693,675
650,07010,882,773,BOYACA,4570,9,ARCABUCO,54,1718,1655
651,07013,1344,1150,BOYACA,6748,27,BELEN,81,2602,2494
652,07016,181,387,BOYACA,1465,5,BERBEO,15,588,568
653,07019,252,407,BOYACA,1915,7,BETEITIVA,19,685,659
654,07022,1002,798,BOYACA,5162,26,BOAVITA,40,1866,1800
655,07025,432,601,BOYACA,4201,16,BOYACA,24,1073,1033
656,07028,282,471,BOYACA,2098,12,BRICEÑO,7,772,753
657,07031,790,616,BOYACA,4573,25,BUENAVISTA,29,1460,1406
658,07034,183,174,BOYACA,794,6,BUSBANZA,7,370,357
659,07037,453,651,BOYACA,3278,11,CALDAS,24,1139,1104
660,07040,432,507,BOYACA,2508,15,CAMPOHERMOSO,23,977,939
661,07043,595,961,BOYACA,3482,18,CERINZA,54,1628,1556
662,07064,497,421,BOYACA,3131,7,CHINAVITA,17,942,918
663,07067,8619,8110,BOYACA,40893,87,CHIQUINQUIRA,303,17119,16729
664,07068,330,537,BOYACA,4330,18,CHIQUIZA,27,912,867
665,07070,658,672,BOYACA,3519,35,CHISCAS,40,1405,1330
666,07073,1294,861,BOYACA,6331,89,CHITA,75,2319,2155
667,07076,962,644,BOYACA,5445,29,CHITARAQUE,19,1654,1606
668,07077,439,477,BOYACA,2542,7,CHIVATA,7,930,916
669,07078,378,260,BOYACA,1769,10,CHIVOR,8,656,638
670,07046,655,543,BOYACA,3872,19,CIENEGA,16,1233,1198
671,07049,1452,2081,BOYACA,8585,34,COMBITA,86,3653,3533
672,07052,521,779,BOYACA,3278,13,COPER,19,1332,1300
673,07055,511,408,BOYACA,2228,14,CORRALES,22,955,919
674,07058,626,394,BOYACA,3133,44,COVARACHIA,16,1080,1020
675,07059,597,781,BOYACA,5484,23,CUBARA,68,1469,1378
676,07060,543,683,BOYACA,3186,8,CUCAITA,30,1264,1226
677,07061,363,269,BOYACA,1851,2,CUITIVA,19,653,632
678,07079,20787,19535,BOYACA,83354,119,DUITAMA,770,41211,40322
679,07088,758,1317,BOYACA,5680,17,FIRAVITOBA,37,2129,2075
680,07091,799,527,BOYACA,3078,8,FLORESTA,20,1354,1326
681,07094,678,621,BOYACA,3020,19,GACHANTIVA,24,1342,1299
682,07097,825,621,BOYACA,4056,22,GAMEZA,23,1491,1446
683,07100,2485,2534,BOYACA,11845,36,GARAGOA,119,5174,5019
684,07103,479,122,BOYACA,1656,11,GUACAMAYAS,19,631,601
685,07106,1599,1718,BOYACA,8954,24,GUATEQUE,80,3421,3317
686,07109,633,861,BOYACA,3849,14,GUAYATA,22,1530,1494
687,07112,592,556,BOYACA,3033,14,GUICAN,42,1204,1148
688,07118,465,367,BOYACA,2224,12,IZA,13,857,832
689,07121,584,1031,BOYACA,5464,25,JENESANO,33,1673,1615
690,07124,570,359,BOYACA,3218,22,JERICO,23,974,929
691,07127,529,444,BOYACA,2722,13,LABRANZAGRANDE,17,1003,973
692,07142,728,464,BOYACA,3603,19,MACANAL,24,1235,1192
693,07148,459,1371,BOYACA,6271,16,MARIPI,25,1871,1830
694,07151,1233,2330,BOYACA,7568,44,MIRAFLORES,81,3688,3563
695,07154,1258,397,BOYACA,4003,6,MONGUA,25,1686,1655
696,07157,870,530,BOYACA,3643,5,MONGUI,29,1434,1400
697,07160,3016,3257,BOYACA,17452,57,MONIQUIRA,162,6492,6273
698,07161,836,955,BOYACA,4938,14,MOTAVITA,41,1846,1791
699,07163,1470,858,BOYACA,7195,37,MUZO,55,2420,2328
700,07166,2809,2835,BOYACA,11546,11,NOBSA,86,5741,5644
701,07173,492,605,BOYACA,2392,8,OICATA,30,1135,1097
702,07176,1297,1021,BOYACA,6406,23,OTANCHE,28,2369,2318
703,07178,374,370,BOYACA,2001,20,PACHAVITA,15,779,744
704,07179,613,558,BOYACA,2338,14,PAEZ,43,1228,1171
705,07181,4866,6187,BOYACA,24543,59,PAIPA,200,11312,11053
706,07184,399,234,BOYACA,1713,8,PAJARITO,9,650,633
707,07187,335,285,BOYACA,1605,14,PANQUEBA,15,649,620
708,07190,802,1521,BOYACA,6712,37,PAUNA,41,2401,2323
709,07193,383,320,BOYACA,1406,8,PAYA,26,737,703
710,07202,1061,710,BOYACA,6418,15,PESCA,33,1819,1771
711,07205,256,195,BOYACA,1021,9,PISBA,3,463,451
712,07215,1066,637,BOYACA,4928,33,QUIPAMA,32,1768,1703
713,07217,1267,1466,BOYACA,8601,22,RAMIRIQUI,34,2789,2733
714,07220,851,815,BOYACA,4570,20,RAQUIRA,44,1730,1666
715,07223,426,469,BOYACA,2283,17,RONDON,17,929,895
716,07226,1250,2246,BOYACA,9555,56,SABOYA,112,3664,3496
717,07232,624,702,BOYACA,3320,11,SACHICA,13,1350,1326
718,07235,2340,2343,BOYACA,13405,36,SAMACA,130,4849,4683
719,07250,1034,1106,BOYACA,6831,24,SANTANA,34,2198,2140
720,07259,362,373,BOYACA,2398,15,SATIVANORTE,23,773,735
721,07262,174,197,BOYACA,1227,2,SATIVASUR,4,377,371
722,07265,1453,778,BOYACA,6256,25,SIACHOQUE,54,2310,2231
723,07268,1989,1461,BOYACA,7449,37,SOATA,56,3543,3450
724,07274,1160,1138,BOYACA,6151,33,SOCHA,64,2395,2298
725,07271,1214,791,BOYACA,5922,39,SOCOTA,60,2104,2005
726,07277,20865,20261,BOYACA,89443,148,SOGAMOSO,700,41974,41126
727,07280,344,529,BOYACA,2779,8,SOMONDOCO,14,895,873
728,07281,459,686,BOYACA,2528,152,SORA,22,1319,1145
729,07282,1489,740,BOYACA,5229,20,SORACA,24,2273,2229
730,07283,978,1039,BOYACA,5413,14,SOTAQUIRA,39,2070,2017
731,07286,410,701,BOYACA,2580,19,SUSACON,36,1166,1111
732,07289,931,1132,BOYACA,5264,18,SUTAMARCHAN,38,2119,2063
733,07292,662,612,BOYACA,3682,14,SUTATENZA,30,1318,1274
734,07298,641,913,BOYACA,4986,7,TASCO,37,1598,1554
735,07301,592,1028,BOYACA,3555,17,TENZA,26,1663,1620
736,07304,740,1312,BOYACA,7402,14,TIBANA,57,2123,2052
737,07307,1685,1842,BOYACA,8412,13,TIBASOSA,75,3615,3527
738,07310,505,632,BOYACA,2538,5,TINJACA,20,1162,1137
739,07311,520,557,BOYACA,3353,30,TIPACOQUE,29,1136,1077
740,07313,1168,1107,BOYACA,6996,29,TOCA,40,2344,2275
741,07316,410,516,BOYACA,4284,19,TOGUI,22,967,926
742,07319,789,552,BOYACA,2924,10,TOPAGA,19,1370,1341
743,07322,590,318,BOYACA,4105,10,TOTA,25,943,908
744,07001,25112,32780,BOYACA,116576,143,TUNJA,1003,59038,57892
