,Id,No,Si,departamento,habilitados,nomarcados,nombre,nulos,total votos,validos
343,11004,570,2874,CAUCA,12511,85,ALMAGUER,169,3698,3444
344,11005,751,5807,CAUCA,17783,97,ARGELIA,175,6830,6558
345,11006,731,4425,CAUCA,15693,107,BALBOA,126,5389,5156
346,11007,2772,5234,CAUCA,31054,163,BOLIVAR,286,8455,8006
347,11013,2002,4922,CAUCA,23310,168,CAJIBIO,138,7230,6924
348,11016,1715,6792,CAUCA,20628,169,CALDONO,267,8943,8507
349,11019,2183,5875,CAUCA,17687,70,CALOTO,166,8294,8058
350,11022,2520,5669,CAUCA,17445,113,CORINTO,187,8489,8189
351,11027,520,1530,CAUCA,4576,37,FLORENCIA,64,2151,2050
352,11029,1663,4160,CAUCA,12259,65,GUACHENE,202,6090,5823
353,11028,415,5596,CAUCA,19182,83,GUAPI,78,6172,6011
354,11031,1177,3318,CAUCA,16634,80,INZA,74,4649,4495
355,11034,520,3270,CAUCA,8072,66,JAMBALO,89,3945,3790
356,11046,960,3135,CAUCA,13882,99,MERCADERES,77,4271,4095
357,11049,3379,5933,CAUCA,18593,58,MIRANDA,166,9536,9312
358,11052,2412,3764,CAUCA,18642,211,MORALES,225,6612,6176
359,11053,752,2258,CAUCA,6631,35,PADILLA,104,3149,3010
360,11060,492,996,CAUCA,5010,29,PIAMONTE,31,1548,1488
361,11061,4240,4840,CAUCA,26554,153,PIENDAMO,149,9382,9080
362,11001,38628,55296,CAUCA,225161,525,POPAYAN,1229,95678,93924
363,11070,1211,1794,CAUCA,8645,83,ROSAS,90,3178,3005
364,11082,1804,5792,CAUCA,21970,191,SILVIA,193,7980,7596
365,11087,1912,3890,CAUCA,15860,143,SUAREZ,215,6160,5802
366,11086,304,1418,CAUCA,5460,37,SUCRE,31,1790,1722
367,11088,4057,5047,CAUCA,24676,119,TIMBIO,191,9414,9104
368,11091,370,5885,CAUCA,14326,29,TIMBIQUI,64,6348,6255
369,11094,1171,6535,CAUCA,16666,349,TORIBIO,165,8220,7706
370,11097,884,2615,CAUCA,10804,47,TOTORO,57,3603,3499
371,64007,804,1072,PUTUMAYO,4244,17,COLON,19,1912,1876
372,64001,5105,7718,PUTUMAYO,35245,84,MOCOA,159,13066,12823
