,index,Id,municipio,departamento,Si,No,validos,nulos,nomarcados,total votos,habilitados,TIPO DE VICTIMA,TOTAL
439,554,09007,ANSERMA,CALDAS,3356,7430,10786,270,153,11209,27896,Víctimas de conflicto armado,2778
440,563,09001,MANIZALES,CALDAS,74140,76961,151101,2505,734,154340,323102,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,479
441,574,09076,NEIRA,CALDAS,2283,4191,6474,168,101,6743,19307,Víctimas de conflicto armado,568
442,586,09106,RISARALDA,CALDAS,959,2021,2980,49,35,3064,10761,Víctimas de conflicto armado,939
443,576,09078,NORCASIA,CALDAS,906,1179,2085,51,36,2172,5865,Víctimas de conflicto armado,2329
444,597,09133,VITERBO,CALDAS,1373,3737,5110,56,38,5204,12839,Víctimas de conflicto armado,715
445,552,09004,AGUADAS,CALDAS,1961,4766,6727,174,134,7035,18854,Víctimas de conflicto armado,2197
446,596,09133,VITERBO,CALDAS,1373,3737,5110,56,38,5204,12839,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,49
447,595,09130,VILLAMARIA,CALDAS,7470,9806,17276,330,130,17736,37945,Víctimas de conflicto armado,2169
448,594,09130,VILLAMARIA,CALDAS,7470,9806,17276,330,130,17736,37945,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,73
449,593,09127,VICTORIA,CALDAS,1249,1735,2984,51,44,3079,8262,Víctimas de conflicto armado,623
450,592,09124,SUPIA,CALDAS,2408,4985,7393,349,141,7883,21254,Víctimas de conflicto armado,2051
451,590,09115,SAMANA,CALDAS,2814,3513,6327,209,156,6692,16191,Víctimas de conflicto armado,27880
452,589,09115,SAMANA,CALDAS,2814,3513,6327,209,156,6692,16191,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,72
